City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
305,Buchanan,LR,5.8808,-10.0467,85.1,65,10,3.85,clear sky
306,Yellowknife,CA,62.456,-114.3525,1.44,94,99,17.07,light snow
307,Lezhë,AL,41.7836,19.6436,51.37,84,100,9.35,overcast clouds
308,Tagusao,PH,9.1924,117.8141,80.8,79,59,5.57,broken clouds
309,Bulungu,CD,-4.55,18.6,88.25,54,98,1.07,overcast clouds
310,Ostrovnoy,RU,68.0531,39.5131,9.07,79,79,8.03,broken clouds
311,Bloomsburg,US,41.0037,-76.4549,22.17,99,62,1.86,broken clouds
312,Sterling,US,39.0062,-77.4286,31.59,71,22,10.09,few clouds
313,Belaya Gora,RU,68.5333,146.4167,-14.04,99,100,3.71,overcast clouds
314,Innisfail,AU,-17.5333,146.0333,78.08,85,34,3.15,scattered clouds
315,Port-Gentil,GA,-0.7193,8.7815,81.21,78,67,11.5,broken clouds
316,Babu,CN,24.4167,111.5167,62.49,70,4,6.29,clear sky
317,Troitskoye,RU,52.9821,84.6757,14.07,94,98,3.98,overcast clouds
318,Praia da Vitória,PT,38.7333,-27.0667,59.72,58,78,3.62,broken clouds
319,Merauke,ID,-8.4667,140.3333,81.63,82,99,10.22,overcast clouds
320,Cervo,ES,43.6702,-7.4101,55.29,78,99,13.29,overcast clouds
321,Avera,US,33.194,-82.5271,39.47,65,11,6.64,few clouds
322,Katsuura,JP,35.1333,140.3,57.02,69,14,12.84,few clouds
323,Progreso,MX,21.2833,-89.6667,72.91,84,97,4.41,overcast clouds
324,Lugovoy,KZ,42.9472,72.7644,37.11,72,70,5.03,broken clouds
325,Norwich,GB,52.6278,1.2983,40.44,80,78,11.59,broken clouds
326,Kasangulu,CD,-4.5911,15.1708,85.84,65,100,1.83,light rain
327,Datong,CN,40.0936,113.2914,30.54,52,66,13.58,broken clouds
328,Ormara,PK,25.2088,64.6357,79.16,42,0,8.32,clear sky
329,Te Anau,NZ,-45.4167,167.7167,50.65,87,3,1.39,clear sky
330,Aswān,EG,24.0934,32.907,95.94,15,0,8.7,clear sky
331,Bhaktapur,NP,27.6833,85.4167,57.78,72,70,2.53,broken clouds
332,Kruisfontein,ZA,-34.0033,24.7314,75.2,51,47,12.19,scattered clouds
333,Dukat,RU,62.55,155.55,-13.34,99,100,4.38,overcast clouds
334,Varkala,IN,8.7341,76.7067,77.05,88,100,5.79,overcast clouds
335,Nyurba,RU,63.2842,118.3319,-17.18,100,96,2.71,overcast clouds
336,Proseč,CZ,49.8059,16.1162,30.16,94,100,12.3,light snow
337,Padang,ID,-0.9492,100.3543,78.87,82,98,2.44,overcast clouds
338,Ghanzi,BW,-21.5667,21.7833,90.01,29,93,12.1,overcast clouds
339,Anadyr,RU,64.75,177.4833,3.65,96,100,2.37,light snow
340,Ranong,TH,9.9658,98.6348,77.25,85,100,6.8,moderate rain
341,Shache,CN,38.4167,77.2406,36.75,30,80,2.1,broken clouds
342,Palmares do Sul,BR,-30.2578,-50.5097,72.05,67,47,16.42,scattered clouds
343,San Policarpo,PH,12.1791,125.5072,81.48,81,58,6.06,broken clouds
